event_id,capture,lane_index,source_actor,destination_actor,classification,join_status,set_begin_frame,set_begin_subevent,set_end_frame,set_end_subevent,change_begin_frame,change_begin_subevent,change_end_frame,change_end_subevent,item_opcode,item_frame,item_subevent,item_record,catalog_item_id,item_slot,link_opcode,link_frame,link_subevent,link_record,equipment_slot,linked_item_slot,item_package_code,item_to_link_distance_frames,item_to_link_distance_subevents,item_to_link_distance_us,before_property_frame,before_distance_frames,before_distance_us,after_property_frame,after_distance_frames,after_distance_us,changed_property_count,repeated_aggregate_of,boundary_note
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,21,0x007B4DB3,197,0x014E,47,4,7,14,197,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,25,0x007B73F0,89,0x014E,47,5,0,15,89,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,30,0x008A17C4,7,0x014E,47,5,1,22,7,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,31,0x008A17DA,104,0x014E,47,5,2,21,104,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x014B,31,0,17,0x003D7E3D,78,0x014E,35,6,0,0,78,0,4,,213,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x014B,32,0,19,0x007A3F58,112,0x014E,35,6,1,8,112,0,3,,134,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x014B,33,0,14,0x007A88D7,139,0x014E,35,6,2,10,139,0,2,,44,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x0149,35,0,6,0x007AD7B3,195,0x014E,35,6,3,12,195,0,0,6,0,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x014B,32,0,18,0x007B244A,111,0x014E,35,6,4,13,111,0,3,,134,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x0149,35,0,7,0x007B4DB3,196,0x014E,35,6,5,14,196,0,0,6,0,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x014B,31,0,27,0x007B73F0,88,0x014E,35,6,6,15,88,0,4,,213,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-105,sell_item.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-same-event-item-link,30,1,35,9,30,0,35,10,0x014B,32,0,10,0x008A17DA,103,0x014E,35,6,7,21,103,0,3,,134,,,,,,,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-106,switch_to_weaver.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,20,2,20,7,20,1,20,8,,,,,,,,,,,,,,,,,10,10,4309,26,6,273,0,,framed inventory set without an equipment-link carrier
equipment-event-107,switch_to_weaver.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,20,10,20,15,20,9,20,16,,,,,,,,,,,,,,,,,10,10,4309,26,6,273,0,,framed inventory set without an equipment-link carrier
equipment-event-108,switch_to_weaver.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,21,1,21,6,21,0,21,7,,,,,,,,,,,,,,,,,10,11,4318,26,5,264,0,,framed inventory set without an equipment-link carrier
equipment-event-109,switch_to_weaver.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,21,9,21,14,21,8,21,15,,,,,,,,,,,,,,,,,10,11,4318,26,5,264,0,,framed inventory set without an equipment-link carrier
equipment-event-110,switch_to_weaver.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,21,17,21,22,21,16,21,23,,,,,,,,,,,,,,,,,10,11,4318,26,5,264,0,,framed inventory set without an equipment-link carrier
equipment-event-111,switch_to_weaver.pcapng,0,actor-01,actor-01,BOUNDED-CANDIDATE,exact-same-event-item-link,22,1,22,6,22,0,22,7,0x0149,22,2,0,0x005C77E6,15,0x014D,22,4,0,0,15,0,0,2,0,10,12,4326,26,4,256,0,,"same-lane s2c order is correlation evidence, not causality"
equipment-event-112,switch_to_weaver.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,23,1,23,6,23,0,23,7,,,,,,,,,,,,,,,,,10,13,4333,26,3,249,0,,framed inventory set without an equipment-link carrier
equipment-event-113,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,73,28,80,1,73,27,81,7,,,,,,,,,,,,,,,,,,,,81,1,7,0,,framed inventory set without an equipment-link carrier
equipment-event-114,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,80,2,80,3,73,27,81,7,,,,,,,,,,,,,,,,,,,,81,1,7,0,,framed inventory set without an equipment-link carrier
equipment-event-115,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,80,4,80,5,73,27,81,7,,,,,,,,,,,,,,,,,,,,81,1,7,0,,framed inventory set without an equipment-link carrier
equipment-event-116,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,80,6,80,7,73,27,81,7,,,,,,,,,,,,,,,,,,,,81,1,7,0,,framed inventory set without an equipment-link carrier
equipment-event-117,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,80,8,80,11,73,27,81,7,,,,,,,,,,,,,,,,,,,,81,1,7,0,,framed inventory set without an equipment-link carrier
equipment-event-118,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,81,0,81,2,73,27,81,7,,,,,,,,,,,,,,,,,,,,81,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,76,0,26,0x003D7E3D,78,0x014E,81,4,0,0,78,0,5,,247,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,77,0,27,0x007A3F58,112,0x014E,81,4,1,8,112,0,4,,222,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,77,0,29,0x007A88D7,139,0x014E,81,4,2,10,139,0,4,,222,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,5,0x007AAE45,0,0x014E,81,4,3,9,0,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,8,0x007AD7B3,195,0x014E,81,4,4,12,195,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,9,0x007AFC65,1,0x014E,81,4,5,11,1,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,10,0x007B244A,111,0x014E,81,4,6,13,111,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,22,0x007B4DB3,196,0x014E,81,4,7,14,196,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,26,0x007B73F0,88,0x014E,81,5,0,15,88,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,78,0,31,0x008A17C4,7,0x014E,81,5,1,22,7,0,3,,203,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-119,teleport_to_camp_nine_ivies.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,81,3,81,6,73,27,81,7,0x014B,79,0,0,0x008A17DA,103,0x014E,81,5,2,21,103,0,2,,105,,,,81,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-120,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,47,28,54,1,47,27,55,7,,,,,,,,,,,,,,,,,45,2,32,55,1,107,0,,framed inventory set without an equipment-link carrier
equipment-event-121,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,54,2,54,3,47,27,55,7,,,,,,,,,,,,,,,,,45,9,363,55,1,107,0,,framed inventory set without an equipment-link carrier
equipment-event-122,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,54,4,54,5,47,27,55,7,,,,,,,,,,,,,,,,,45,9,363,55,1,107,0,,framed inventory set without an equipment-link carrier
equipment-event-123,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,54,6,54,7,47,27,55,7,,,,,,,,,,,,,,,,,45,9,363,55,1,107,0,,framed inventory set without an equipment-link carrier
equipment-event-124,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,54,8,54,11,47,27,55,7,,,,,,,,,,,,,,,,,45,9,363,55,1,107,0,,framed inventory set without an equipment-link carrier
equipment-event-125,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,55,0,55,2,47,27,55,7,,,,,,,,,,,,,,,,,45,10,470,55,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,50,0,30,0x003DA6D5,194,0x014E,55,4,0,0,194,0,5,,321,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,51,0,23,0x007A3D64,131,0x014E,55,4,1,8,131,0,4,,219,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,1,0x007A8D79,147,0x014E,55,4,2,10,147,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,4,0x007AAE45,0,0x014E,55,4,3,9,0,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,7,0x007AD7B3,196,0x014E,55,4,4,12,196,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,8,0x007AFC65,1,0x014E,55,4,5,11,1,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,9,0x007B244A,112,0x014E,55,4,6,13,112,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,21,0x007B4DB3,197,0x014E,55,4,7,14,197,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,25,0x007B73F0,89,0x014E,55,5,0,15,89,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,30,0x008A17C4,7,0x014E,55,5,1,22,7,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-126,teleport_to_camp_tranquil.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,55,3,55,6,47,27,55,7,0x014B,52,0,31,0x008A17DA,104,0x014E,55,5,2,21,104,0,3,,205,45,10,470,55,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-127,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,59,28,66,1,59,27,67,9,,,,,,,,,,,,,,,,,55,4,116,67,1,11,0,,framed inventory set without an equipment-link carrier
equipment-event-128,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,66,2,66,4,59,27,67,9,,,,,,,,,,,,,,,,,55,11,544,67,1,11,0,,framed inventory set without an equipment-link carrier
equipment-event-129,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,66,5,66,6,59,27,67,9,,,,,,,,,,,,,,,,,55,11,544,67,1,11,0,,framed inventory set without an equipment-link carrier
equipment-event-130,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,66,7,66,8,59,27,67,9,,,,,,,,,,,,,,,,,55,11,544,67,1,11,0,,framed inventory set without an equipment-link carrier
equipment-event-131,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,66,9,67,1,59,27,67,9,,,,,,,,,,,,,,,,,55,11,544,67,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-132,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,67,2,67,4,59,27,67,9,,,,,,,,,,,,,,,,,55,12,555,67,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,62,0,30,0x003DA6D5,194,0x014E,67,6,0,0,194,0,5,,223,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,63,0,23,0x007A3D64,131,0x014E,67,6,1,8,131,0,4,,203,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,1,0x007A8D79,147,0x014E,67,6,2,10,147,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,4,0x007AAE45,0,0x014E,67,6,3,9,0,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,7,0x007AD7B3,196,0x014E,67,6,4,12,196,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,8,0x007AFC65,1,0x014E,67,6,5,11,1,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,9,0x007B244A,112,0x014E,67,6,6,13,112,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,21,0x007B4DB3,197,0x014E,67,6,7,14,197,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,25,0x007B73F0,89,0x014E,67,7,0,15,89,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,30,0x008A17C4,7,0x014E,67,7,1,22,7,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-133,teleport_to_gridania.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,67,5,67,8,59,27,67,9,0x014B,64,0,31,0x008A17DA,104,0x014E,67,7,2,21,104,0,3,,112,55,12,555,67,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-134,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,82,1,82,4,82,0,82,5,,,,,,,,,,,,,,,,,68,14,4343,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-135,teleport_to_gridania.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,82,7,82,9,82,6,82,10,,,,,,,,,,,,,,,,,68,14,4343,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-136,war_quest_update2.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,221,1,221,3,221,0,221,4,,,,,,,,,,,,,,,,,209,12,1256,228,7,528,2,,framed inventory set without an equipment-link carrier
equipment-event-137,war_quest_update2.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,222,1,222,3,222,0,222,4,,,,,,,,,,,,,,,,,209,13,1258,228,6,526,2,,framed inventory set without an equipment-link carrier
equipment-event-138,war_quest_update2.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,360,1,360,3,360,0,360,4,,,,,,,,,,,,,,,,,228,132,16368,597,237,43057,0,,framed inventory set without an equipment-link carrier
equipment-event-139,war_quest_update2.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,456,1,456,3,456,0,456,4,,,,,,,,,,,,,,,,,228,228,33049,597,141,26376,0,,framed inventory set without an equipment-link carrier
equipment-event-140,war_quest_update2.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,565,1,565,3,565,0,565,4,,,,,,,,,,,,,,,,,228,337,53340,597,32,6085,0,,framed inventory set without an equipment-link carrier
equipment-event-141,war_quest_update2.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,565,6,565,8,565,5,565,9,,,,,,,,,,,,,,,,,228,337,53340,597,32,6085,0,,framed inventory set without an equipment-link carrier
equipment-event-142,war_quest_update3.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,138,1,138,3,138,0,138,4,,,,,,,,,,,,,,,,,,,,140,2,97,0,,framed inventory set without an equipment-link carrier
equipment-event-143,war_quest_update3.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,138,6,138,8,138,5,138,9,,,,,,,,,,,,,,,,,,,,140,2,97,0,,framed inventory set without an equipment-link carrier
